instance_id,best_known_bins,status,source,checked_date
Hard28_BPP119,77,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Schoenfield Hard28; LB=77; UB=77),2026-07-01
Falkenauer_u120_00,48,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=48; UB=48),2026-07-01
Falkenauer_u120_02,46,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=46; UB=46),2026-07-01
Falkenauer_u120_03,49,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=49; UB=49),2026-07-01
Falkenauer_u120_06,48,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=48; UB=48),2026-07-01
Falkenauer_u120_08,50,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=50; UB=50),2026-07-01
Falkenauer_u120_12,48,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=48; UB=48),2026-07-01
Falkenauer_u120_17,52,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=52; UB=52),2026-07-01
Falkenauer_u120_18,49,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=49; UB=49),2026-07-01
Falkenauer_t120_01,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_02,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_03,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_09,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_11,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_12,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_13,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
Falkenauer_t120_15,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Falkenauer; LB=40; UB=40),2026-07-01
N2C1W1_G,60,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=60; UB=60),2026-07-01
N2C1W4_O,80,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=80; UB=80),2026-07-01
N2C2W1_E,40,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=40; UB=40),2026-07-01
N2C2W1_K,41,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=41; UB=41),2026-07-01
N2C2W2_M,54,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=54; UB=54),2026-07-01
N2C2W4_S,55,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=55; UB=55),2026-07-01
N2C3W4_E,47,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=47; UB=47),2026-07-01
N2W1B1R0,34,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=34; UB=34),2026-07-01
N2W3B1R8,15,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=15; UB=15),2026-07-01
N2W3B2R1,14,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=14; UB=14),2026-07-01
N2W3B2R9,15,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=15; UB=15),2026-07-01
N2W4B1R1,12,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=12; UB=12),2026-07-01
N2W4B1R2,12,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=12; UB=12),2026-07-01
N2W4B3R5,10,OPTIMAL,https://github.com/mdelorme2/BPPLIB/blob/master/Instances/Solutions/Solutions.xlsx (Scholl; LB=10; UB=10),2026-07-01
